"filename", "language", "TypeScript", "Handlebars", "comment", "blank", "total"
"/home/generalegg/Project-P/blog-be/src/modules/auth/dto/register.dto.ts", "TypeScript", 23, 0, 0, 4, 27
"/home/generalegg/Project-P/blog-be/src/modules/auth/dto/reset-password.dto.ts", "TypeScript", 24, 0, 0, 4, 28
"/home/generalegg/Project-P/blog-be/src/modules/auth/entities/account-device.entity.ts", "TypeScript", 24, 0, 0, 10, 34
"/home/generalegg/Project-P/blog-be/src/modules/auth/entities/auth.entity.ts", "TypeScript", 1, 0, 0, 1, 2
"/home/generalegg/Project-P/blog-be/src/modules/auth/guard/jwt-auth.guard.ts", "TypeScript", 4, 0, 14, 2, 20
"/home/generalegg/Project-P/blog-be/src/modules/auth/guard/rpc-auth.guard.ts", "TypeScript", 17, 0, 12, 4, 33
"/home/generalegg/Project-P/blog-be/src/modules/health/health.controller.ts", "TypeScript", 16, 0, 0, 4, 20
"/home/generalegg/Project-P/blog-be/src/modules/health/health.module.ts", "TypeScript", 9, 0, 0, 3, 12
"/home/generalegg/Project-P/blog-be/src/modules/mail/mail.service.ts", "TypeScript", 40, 0, 1, 4, 45
"/home/generalegg/Project-P/blog-be/src/modules/mail/templates/reset-password.hbs", "Handlebars", 0, 21, 0, 2, 23
"/home/generalegg/Project-P/blog-be/src/modules/permissions/dto/create-permission.dto.ts", "TypeScript", 1, 0, 0, 1, 2
"/home/generalegg/Project-P/blog-be/src/modules/permissions/dto/update-permission.dto.ts", "TypeScript", 3, 0, 0, 2, 5
"/home/generalegg/Project-P/blog-be/src/modules/permissions/entities/permission.entity.ts", "TypeScript", 10, 0, 0, 3, 13
"/home/generalegg/Project-P/blog-be/src/modules/permissions/guards/permissions.guard.ts", "TypeScript", 25, 0, 23, 9, 57
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.controller.spec.ts", "TypeScript", 16, 0, 0, 5, 21
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.controller.ts", "TypeScript", 28, 0, 0, 7, 35
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.module.ts", "TypeScript", 8, 0, 0, 2, 10
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.service.spec.ts", "TypeScript", 14, 0, 0, 5, 19
"/home/generalegg/Project-P/blog-be/src/modules/permissions/permissions.service.ts", "TypeScript", 21, 0, 0, 6, 27
"/home/generalegg/Project-P/blog-be/src/modules/roles/dto/create-role.dto.ts", "TypeScript", 1, 0, 0, 1, 2
"/home/generalegg/Project-P/blog-be/src/modules/roles/dto/update-role.dto.ts", "TypeScript", 3, 0, 0, 2, 5
"/home/generalegg/Project-P/blog-be/src/modules/roles/entities/role.entity.ts", "TypeScript", 12, 0, 0, 3, 15
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.controller.spec.ts", "TypeScript", 16, 0, 0, 5, 21
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.controller.ts", "TypeScript", 28, 0, 0, 7, 35
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.module.ts", "TypeScript", 8, 0, 0, 2, 10
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.service.spec.ts", "TypeScript", 14, 0, 0, 5, 19
"/home/generalegg/Project-P/blog-be/src/modules/roles/roles.service.ts", "TypeScript", 21, 0, 0, 6, 27
"/home/generalegg/Project-P/blog-be/src/modules/users/dto/create-user.dto.ts", "TypeScript", 11, 0, 0, 2, 13
"/home/generalegg/Project-P/blog-be/src/modules/users/dto/update-user.dto.ts", "TypeScript", 3, 0, 0, 1, 4
"/home/generalegg/Project-P/blog-be/src/modules/users/entities/user.entity.ts", "TypeScript", 5, 0, 2, 1, 8
"/home/generalegg/Project-P/blog-be/src/modules/users/users.controller.spec.ts", "TypeScript", 16, 0, 0, 5, 21
"/home/generalegg/Project-P/blog-be/src/modules/users/users.controller.ts", "TypeScript", 37, 0, 0, 7, 44
"/home/generalegg/Project-P/blog-be/src/modules/users/users.module.ts", "TypeScript", 11, 0, 0, 1, 12
"/home/generalegg/Project-P/blog-be/src/modules/users/users.service.spec.ts", "TypeScript", 14, 0, 0, 5, 19
"/home/generalegg/Project-P/blog-be/src/modules/users/users.service.ts", "TypeScript", 38, 0, 15, 10, 63
"/home/generalegg/Project-P/blog-be/src/utils/auth-decorator.ts", "TypeScript", 55, 0, 26, 7, 88
"/home/generalegg/Project-P/blog-be/src/utils/url-format.ts", "TypeScript", 0, 0, 0, 1, 1
"Total", "-", 1476, 21, 182, 353, 2032
